ticker,config,target,silence,min_vol,dir_thresh,vol_ratio,kappa,rows,metric_name,metric_value
NVDA,s0p5_v100_d0p8_r0p5_k0p2,cls_5m,0.5,100,0.8,0.5,0.2,1405793,AUC,0.6229033426898549
NVDA,s0p5_v100_d0p8_r0p5_k0p2,cls_10m,0.5,100,0.8,0.5,0.2,1405793,AUC,0.5889722536882221
NVDA,s0p5_v100_d0p8_r0p5_k0p2,cls_close,0.5,100,0.8,0.5,0.2,1405793,AUC,0.5174747015119456
NVDA,s0p5_v100_d0p8_r0p5_k0p5,cls_1m,0.5,100,0.8,0.5,0.5,1402170,AUC,0.655069294719338
NVDA,s0p5_v100_d0p8_r0p5_k0p5,cls_5m,0.5,100,0.8,0.5,0.5,1402170,AUC,0.6187638092889025
NVDA,s0p5_v100_d0p8_r0p5_k0p5,cls_10m,0.5,100,0.8,0.5,0.5,1402170,AUC,0.5906503244033179
NVDA,s0p5_v100_d0p8_r0p5_k0p5,cls_close,0.5,100,0.8,0.5,0.5,1402170,AUC,0.5180914638879713
NVDA,s0p5_v100_d0p8_r0p5_k1p0,cls_1m,0.5,100,0.8,0.5,1.0,1395643,AUC,0.6549597583654791
NVDA,s0p5_v100_d0p8_r0p5_k1p0,cls_5m,0.5,100,0.8,0.5,1.0,1395643,AUC,0.6179306902352419
NVDA,s0p5_v100_d0p8_r0p5_k1p0,cls_10m,0.5,100,0.8,0.5,1.0,1395643,AUC,0.5909613843632313
NVDA,s0p5_v100_d0p8_r0p5_k1p0,cls_close,0.5,100,0.8,0.5,1.0,1395643,AUC,0.5107598679736512
NVDA,s0p5_v100_d0p9_r0p1_k0p2,cls_1m,0.5,100,0.9,0.1,0.2,1089929,AUC,0.654210856374112
NVDA,s0p5_v100_d0p9_r0p1_k0p2,cls_5m,0.5,100,0.9,0.1,0.2,1089929,AUC,0.6171487457546662
NVDA,s0p5_v100_d0p9_r0p1_k0p2,cls_10m,0.5,100,0.9,0.1,0.2,1089929,AUC,0.5908542960143849
NVDA,s0p5_v100_d0p9_r0p1_k0p2,cls_close,0.5,100,0.9,0.1,0.2,1089929,AUC,0.5042995985036087
NVDA,s0p5_v100_d0p9_r0p1_k0p5,cls_1m,0.5,100,0.9,0.1,0.5,1086578,AUC,0.6524150102883521
NVDA,s0p5_v100_d0p9_r0p1_k0p5,cls_5m,0.5,100,0.9,0.1,0.5,1086578,AUC,0.61279724634008
NVDA,s0p5_v100_d0p9_r0p1_k0p5,cls_10m,0.5,100,0.9,0.1,0.5,1086578,AUC,0.5921412290911374
